id,input,type,meaning_en,native_script,alt_translation,variants/0,variants/1,variants/2,tokens/0,tokens/1,tokens/2,tokens/3,confidence,category,freq_rank,variants/3
48846,kal scene kya hai 9770,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.89,chat_phrase,48846,
48847,tu kidhar hai 9770,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.98,chat_phrase,48847,
48848,main aa raha hu 9770,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.83,chat_phrase,48848,mainaarahahu
48849,kya kar raha hai 9770,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.91,chat_phrase,48849,
48850,jaldi aaja 9770,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.87,chat_phrase,48850,jaldiaaja
48851,kal scene kya hai 9771,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.89,chat_phrase,48851,
48852,tu kidhar hai 9771,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.92,chat_phrase,48852,
48853,main aa raha hu 9771,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.86,chat_phrase,48853,mainaarahahu
48854,kya kar raha hai 9771,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.95,chat_phrase,48854,
48855,jaldi aaja 9771,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.9,chat_phrase,48855,jaldiaaja
48856,kal scene kya hai 9772,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.93,chat_phrase,48856,
48857,tu kidhar hai 9772,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.86,chat_phrase,48857,
48858,main aa raha hu 9772,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.93,chat_phrase,48858,mainaarahahu
48859,kya kar raha hai 9772,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.89,chat_phrase,48859,
48860,jaldi aaja 9772,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.94,chat_phrase,48860,jaldiaaja
48861,kal scene kya hai 9773,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.85,chat_phrase,48861,
48862,tu kidhar hai 9773,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.86,chat_phrase,48862,
48863,main aa raha hu 9773,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.97,chat_phrase,48863,mainaarahahu
48864,kya kar raha hai 9773,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.91,chat_phrase,48864,
48865,jaldi aaja 9773,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.93,chat_phrase,48865,jaldiaaja
48866,kal scene kya hai 9774,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.85,chat_phrase,48866,
48867,tu kidhar hai 9774,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.86,chat_phrase,48867,
48868,main aa raha hu 9774,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.93,chat_phrase,48868,mainaarahahu
48869,kya kar raha hai 9774,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.89,chat_phrase,48869,
48870,jaldi aaja 9774,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.88,chat_phrase,48870,jaldiaaja
48871,kal scene kya hai 9775,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.96,chat_phrase,48871,
48872,tu kidhar hai 9775,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.84,chat_phrase,48872,
48873,main aa raha hu 9775,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.93,chat_phrase,48873,mainaarahahu
48874,kya kar raha hai 9775,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.82,chat_phrase,48874,
48875,jaldi aaja 9775,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.86,chat_phrase,48875,jaldiaaja
48876,kal scene kya hai 9776,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.9,chat_phrase,48876,
48877,tu kidhar hai 9776,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.97,chat_phrase,48877,
48878,main aa raha hu 9776,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.95,chat_phrase,48878,mainaarahahu
48879,kya kar raha hai 9776,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.83,chat_phrase,48879,
48880,jaldi aaja 9776,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.86,chat_phrase,48880,jaldiaaja
48881,kal scene kya hai 9777,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.86,chat_phrase,48881,
48882,tu kidhar hai 9777,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.94,chat_phrase,48882,
48883,main aa raha hu 9777,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.93,chat_phrase,48883,mainaarahahu
48884,kya kar raha hai 9777,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.89,chat_phrase,48884,
48885,jaldi aaja 9777,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.86,chat_phrase,48885,jaldiaaja
48886,kal scene kya hai 9778,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.92,chat_phrase,48886,
48887,tu kidhar hai 9778,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.87,chat_phrase,48887,
48888,main aa raha hu 9778,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.85,chat_phrase,48888,mainaarahahu
48889,kya kar raha hai 9778,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.82,chat_phrase,48889,
48890,jaldi aaja 9778,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.95,chat_phrase,48890,jaldiaaja
48891,kal scene kya hai 9779,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.87,chat_phrase,48891,
48892,tu kidhar hai 9779,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.89,chat_phrase,48892,
48893,main aa raha hu 9779,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.86,chat_phrase,48893,mainaarahahu
48894,kya kar raha hai 9779,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.97,chat_phrase,48894,
48895,jaldi aaja 9779,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.98,chat_phrase,48895,jaldiaaja
48896,kal scene kya hai 9780,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.88,chat_phrase,48896,
48897,tu kidhar hai 9780,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.84,chat_phrase,48897,
48898,main aa raha hu 9780,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.99,chat_phrase,48898,mainaarahahu
48899,kya kar raha hai 9780,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.87,chat_phrase,48899,
48900,jaldi aaja 9780,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.87,chat_phrase,48900,jaldiaaja
48901,kal scene kya hai 9781,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.93,chat_phrase,48901,
48902,tu kidhar hai 9781,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.98,chat_phrase,48902,
48903,main aa raha hu 9781,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.86,chat_phrase,48903,mainaarahahu
48904,kya kar raha hai 9781,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.9,chat_phrase,48904,
48905,jaldi aaja 9781,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.9,chat_phrase,48905,jaldiaaja
48906,kal scene kya hai 9782,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.91,chat_phrase,48906,
48907,tu kidhar hai 9782,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.82,chat_phrase,48907,
48908,main aa raha hu 9782,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.95,chat_phrase,48908,mainaarahahu
48909,kya kar raha hai 9782,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.91,chat_phrase,48909,
48910,jaldi aaja 9782,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.88,chat_phrase,48910,jaldiaaja
48911,kal scene kya hai 9783,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.94,chat_phrase,48911,
48912,tu kidhar hai 9783,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.92,chat_phrase,48912,
48913,main aa raha hu 9783,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.98,chat_phrase,48913,mainaarahahu
48914,kya kar raha hai 9783,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.97,chat_phrase,48914,
48915,jaldi aaja 9783,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.85,chat_phrase,48915,jaldiaaja
48916,kal scene kya hai 9784,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.97,chat_phrase,48916,
48917,tu kidhar hai 9784,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.88,chat_phrase,48917,
48918,main aa raha hu 9784,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.86,chat_phrase,48918,mainaarahahu
48919,kya kar raha hai 9784,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.93,chat_phrase,48919,
48920,jaldi aaja 9784,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.9,chat_phrase,48920,jaldiaaja
48921,kal scene kya hai 9785,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.85,chat_phrase,48921,
48922,tu kidhar hai 9785,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.83,chat_phrase,48922,
48923,main aa raha hu 9785,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.9,chat_phrase,48923,mainaarahahu
48924,kya kar raha hai 9785,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.83,chat_phrase,48924,
48925,jaldi aaja 9785,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.86,chat_phrase,48925,jaldiaaja
48926,kal scene kya hai 9786,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.84,chat_phrase,48926,
48927,tu kidhar hai 9786,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.98,chat_phrase,48927,
48928,main aa raha hu 9786,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.91,chat_phrase,48928,mainaarahahu
